Label,log_k1_median,log_k1_CI_lower,log_k1_CI_upper,log_k2_median,log_k2_CI_lower,log_k2_CI_upper,m_median,m_CI_lower,m_CI_upper,n_median,n_CI_lower,n_CI_upper,r_median,r_CI_lower,r_CI_upper,log_sigma_median,log_sigma_CI_lower,log_sigma_CI_upper
DSC_EDA_25C,-4.44647933349942,-4.44855589261557,-4.444227480688362,-3.5759224365162936,-3.585582234881529,-3.5642272606245196,1.5883141424488736,1.5727119251485464,1.6067934704846896,1.478971878630648,1.4683805991985917,1.4915299648238105,0.7888498646498441,0.7883737879271409,0.7894087263651031,-2.3763830419148704,-2.3804407512246346,-2.371861917925358
DSC_EDA_80C,-2.7172591343899515,-2.7190724213896815,-2.715597424618028,-2.472011501189723,-2.475817295215062,-2.4686365471369394,0.8454084873544616,0.834549069013323,0.8538146645872264,1.4690913383267428,1.4649241836719429,1.4730872580917391,1.019131855678483,1.018585692963751,1.0196687691015969,-3.07702340821171,-3.0837896141516064,-3.068777116282434
DSC_EDA_50C,-4.068081949622195,-4.071183985860673,-4.065827715604471,-3.0464911103269454,-3.0485665294626196,-3.04477032233041,0.7374341815338141,0.7338472925414737,0.7401127936797319,1.5424002071035332,1.5401493990602682,1.5444182255875518,0.6822343026359395,0.6821851728966066,0.6822837606594344,-2.9211306974248425,-2.9253923786500855,-2.9163648944788902
DSC_EDA_60C,-4.313718282512946,-4.324370450618396,-4.305498656124421,-2.9138480064604986,-2.9146059219977607,-2.913222388819564,0.4296654084781171,0.4277889233015163,0.4311024510136282,1.678395981342911,1.6769230376139368,1.6796716268713172,0.7282989539030011,0.72825474928713,0.7283470584553594,-3.189915302877689,-3.195736187346059,-3.1852469962677077
NMR_DAB_25C,-7.426080743608344,-9.875092803847869,-5.183230555409764,-3.598911157585192,-3.6247228710092783,-3.5668104548080266,0.3975599600953965,0.3617990509124918,0.4587709141575563,1.2130491749012065,1.08916800449143,1.341579885733028,,,,-2.10541076094403,-2.195066172923859,-1.9856007236743376
NMR_DAB_33C,-3.51011287064748,-3.5569214821765662,-3.4633454162333273,-3.0698506877105496,-3.425700447162142,-2.785324303796558,1.8831616087715384,1.0331940947771583,2.442743976466147,1.4157699433115665,0.9352437427061008,1.883876120584348,,,,-1.9441962244051347,-2.0116650433816403,-1.857733096780307
NMR_DAB_40C,-3.9732396543322857,-4.048217957797929,-3.917541709505357,-2.7820973452213904,-2.8673495028992595,-2.7128295858594225,1.2023838957761006,0.985150964512442,1.3759416435721634,2.073575381380174,1.8406240032071792,2.234707323612953,,,,-2.0055755629757357,-2.061955749744663,-1.9252937214840025
NMR_DAP2_25C,-6.235676721659637,-9.7978308422394,-3.9313123512885264,-3.4045900919265586,-3.556453322740682,-3.372383855390526,0.1395240568090366,0.0948027462266081,0.2365684681991607,1.3685021175112708,1.2354301106823788,1.5087309085233944,,,,-2.072795601090766,-2.1579960759462935,-1.9871088954830656
NMR_DAP2_33C,-4.016807560052445,-4.084500822094779,-3.967074870560455,-2.891847774329642,-2.9981661270832514,-2.777483567916851,1.2470737175511166,0.9835623938170416,1.5318015022086942,1.7627152134498636,1.4717969175440666,2.128618757715617,,,,-2.1773993545068007,-2.2807164552207353,-2.0695702386270285
NMR_DAP2_40C,-7.047314678507977,-9.636091216051655,-4.142209021175569,-2.992469535754326,-3.0138312517682917,-2.9710735755335316,0.335568689105209,0.3041109410068203,0.4001774544467816,0.9572879882696012,0.8685413011982939,1.0396798394604758,,,,-2.326477072875356,-2.4218059317387937,-2.201825098664606
NMR_DAP_25C,-7.264467798963068,-9.861275224586008,-4.570131937971454,-3.3917544888206006,-3.4327324484777955,-3.3587564306679862,0.446594263270802,0.3882291918351404,0.5708996148798607,1.3577586867094529,1.142342881669635,1.5222295965117498,,,,-2.1077411660731347,-2.2222146032188026,-1.9715182392189736
NMR_DAP_33C,-3.621000876321949,-3.6670770141383975,-3.5828992041199643,-2.9449007891662893,-3.112770318201924,-2.784784551560321,1.5020283163330963,1.0585764030271283,1.899684660732654,1.5863306092041036,1.2671252944944211,1.8856414450165169,,,,-2.001609024543522,-2.074042869152077,-1.8897277815014883
NMR_DAP_40C,-6.34465133433085,-9.75768369171745,-3.877684976840174,-2.8565844158419766,-2.8882577631235256,-2.7992158113880947,0.4315737750576295,0.3883694240970171,0.659933037190561,0.9009249792037516,0.7537991032577745,1.151814463068814,,,,-2.002024131081197,-2.113212044141034,-1.885593341403656
NMR_EDA_25C,-4.302250243211512,-7.792962354663062,-4.205211031049602,-3.532511054539982,-3.691472080492028,-3.169751290315243,0.9842023072680262,0.3108313739518023,1.8685402506075608,1.5583858805497726,0.9534495953488138,2.3809371684376335,,,,-1.9613744500873596,-2.0619477436002907,-1.8247731459267973
NMR_EDA_33C,-4.204743441350196,-4.7869610229594315,-4.08757545515775,-3.2392811050235935,-3.342682502328001,-3.0976047118832604,0.8461873041660184,0.4688230010949066,1.2465141434384974,1.419326699453796,0.9548369807072516,1.7831802672157222,,,,-1.799322760504889,-1.8785436840716605,-1.7252061325575294
NMR_EDA_40C,-3.809574281691679,-9.265930628613471,-3.2506919426998655,-2.7879083010560812,-6.8187975993894625,-1.3943183696830563,1.6477171637267145,0.2564011290160736,4.817029970752411,1.6687588387843704,0.5207884786983428,4.831151753324152,,,,-0.8173138890231908,-0.8969379213040082,-0.7201649211079681
